userId	geneSymbol	geneName	entrezgene	gLink
ENSMUSG00000003824	Syce2	synaptonemal complex central element protein 2	71846	https://www.ncbi.nlm.nih.gov/gene/?term=71846
ENSMUSG00000005089	Slc1a2	solute carrier family 1 (glial high affinity glutamate transporter), member 2	20511	https://www.ncbi.nlm.nih.gov/gene/?term=20511
ENSMUSG00000008683	Rps15a	ribosomal protein S15A	267019	https://www.ncbi.nlm.nih.gov/gene/?term=267019
ENSMUSG00000009185	Ccl8	chemokine (C-C motif) ligand 8	20307	https://www.ncbi.nlm.nih.gov/gene/?term=20307
ENSMUSG00000014303	Glis2	GLIS family zinc finger 2	83396	https://www.ncbi.nlm.nih.gov/gene/?term=83396
ENSMUSG00000015112	Slc25a13	solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 13	50799	https://www.ncbi.nlm.nih.gov/gene/?term=50799
ENSMUSG00000015377	Dennd6b	DENN/MADD domain containing 6B	69440	https://www.ncbi.nlm.nih.gov/gene/?term=69440
ENSMUSG00000017716	Birc5	baculoviral IAP repeat-containing 5	11799	https://www.ncbi.nlm.nih.gov/gene/?term=11799
ENSMUSG00000019848	Popdc3	popeye domain containing 3	78977	https://www.ncbi.nlm.nih.gov/gene/?term=78977
ENSMUSG00000019936	Epyc	epiphycan	13516	https://www.ncbi.nlm.nih.gov/gene/?term=13516
ENSMUSG00000020061	Mybpc1	myosin binding protein C, slow-type	109272	https://www.ncbi.nlm.nih.gov/gene/?term=109272
ENSMUSG00000020090	Npffr1	neuropeptide FF receptor 1	237362	https://www.ncbi.nlm.nih.gov/gene/?term=237362
ENSMUSG00000020140	Lgr5	leucine rich repeat containing G protein coupled receptor 5	14160	https://www.ncbi.nlm.nih.gov/gene/?term=14160
ENSMUSG00000020218	Wif1	Wnt inhibitory factor 1	24117	https://www.ncbi.nlm.nih.gov/gene/?term=24117
ENSMUSG00000020592	Sdc1	syndecan 1	20969	https://www.ncbi.nlm.nih.gov/gene/?term=20969
ENSMUSG00000020701	Tmem132e	transmembrane protein 132E	270893	https://www.ncbi.nlm.nih.gov/gene/?term=270893
ENSMUSG00000020897	Aurkb	aurora kinase B	20877	https://www.ncbi.nlm.nih.gov/gene/?term=20877
ENSMUSG00000020914	Top2a	topoisomerase (DNA) II alpha	21973	https://www.ncbi.nlm.nih.gov/gene/?term=21973
ENSMUSG00000020953	Coch	cochlin	12810	https://www.ncbi.nlm.nih.gov/gene/?term=12810
ENSMUSG00000021416	Eci3	enoyl-Coenzyme A delta isomerase 3	69123	https://www.ncbi.nlm.nih.gov/gene/?term=69123
ENSMUSG00000022015	Tnfsf11	tumor necrosis factor (ligand) superfamily, member 11	21943	https://www.ncbi.nlm.nih.gov/gene/?term=21943
ENSMUSG00000022986	Krt75	keratin 75	109052	https://www.ncbi.nlm.nih.gov/gene/?term=109052
ENSMUSG00000023232	Serinc2	serine incorporator 2	230779	https://www.ncbi.nlm.nih.gov/gene/?term=230779
ENSMUSG00000023505	Cdca3	cell division cycle associated 3	14793	https://www.ncbi.nlm.nih.gov/gene/?term=14793
ENSMUSG00000024177	Nme4	NME/NM23 nucleoside diphosphate kinase 4	56520	https://www.ncbi.nlm.nih.gov/gene/?term=56520
ENSMUSG00000024378	Stard4	StAR-related lipid transfer (START) domain containing 4	170459	https://www.ncbi.nlm.nih.gov/gene/?term=170459
ENSMUSG00000024521	Pmaip1	phorbol-12-myristate-13-acetate-induced protein 1	58801	https://www.ncbi.nlm.nih.gov/gene/?term=58801
ENSMUSG00000025216	Lbx1	ladybird homeobox 1	16814	https://www.ncbi.nlm.nih.gov/gene/?term=16814
ENSMUSG00000025328	Padi3	peptidyl arginine deiminase, type III	18601	https://www.ncbi.nlm.nih.gov/gene/?term=18601
ENSMUSG00000025362	Rps26	ribosomal protein S26	27370	https://www.ncbi.nlm.nih.gov/gene/?term=27370
ENSMUSG00000025429	Pstpip2	proline-serine-threonine phosphatase-interacting protein 2	19201	https://www.ncbi.nlm.nih.gov/gene/?term=19201
ENSMUSG00000025927	Tfap2b	transcription factor AP-2 beta	21419	https://www.ncbi.nlm.nih.gov/gene/?term=21419
ENSMUSG00000025930	Msc	musculin	17681	https://www.ncbi.nlm.nih.gov/gene/?term=17681
ENSMUSG00000026039	Sgo2a	shugoshin 2A	68549	https://www.ncbi.nlm.nih.gov/gene/?term=68549
ENSMUSG00000026141	Col19a1	collagen, type XIX, alpha 1	12823	https://www.ncbi.nlm.nih.gov/gene/?term=12823
ENSMUSG00000026343	Gpr39	G protein-coupled receptor 39	71111	https://www.ncbi.nlm.nih.gov/gene/?term=71111
ENSMUSG00000026413	Pkp1	plakophilin 1	18772	https://www.ncbi.nlm.nih.gov/gene/?term=18772
ENSMUSG00000026669	Mcm10	minichromosome maintenance 10 replication initiation factor	70024	https://www.ncbi.nlm.nih.gov/gene/?term=70024
ENSMUSG00000026955	Sapcd2	suppressor APC domain containing 2	72080	https://www.ncbi.nlm.nih.gov/gene/?term=72080
ENSMUSG00000026959	Grin1	glutamate receptor, ionotropic, NMDA1 (zeta 1)	14810	https://www.ncbi.nlm.nih.gov/gene/?term=14810
ENSMUSG00000027107	Chrna1	cholinergic receptor, nicotinic, alpha polypeptide 1 (muscle)	11435	https://www.ncbi.nlm.nih.gov/gene/?term=11435
