userId	geneSymbol	geneName	entrezgene	gLink
Pcnt	Pcnt	pericentrin (kendrin)	18541	https://www.ncbi.nlm.nih.gov/gene/?term=18541
Angptl4	Angptl4	angiopoietin-like 4	57875	https://www.ncbi.nlm.nih.gov/gene/?term=57875
Trpv1	Trpv1	transient receptor potential cation channel, subfamily V, member 1	193034	https://www.ncbi.nlm.nih.gov/gene/?term=193034
Susd2	Susd2	sushi domain containing 2	71733	https://www.ncbi.nlm.nih.gov/gene/?term=71733
Mcoln2	Mcoln2	mucolipin 2	68279	https://www.ncbi.nlm.nih.gov/gene/?term=68279
Lhx1	Lhx1	LIM homeobox protein 1	16869	https://www.ncbi.nlm.nih.gov/gene/?term=16869
Ppp1r12a	Ppp1r12a	protein phosphatase 1, regulatory subunit 12A	17931	https://www.ncbi.nlm.nih.gov/gene/?term=17931
Kitl	Kitl	kit ligand	17311	https://www.ncbi.nlm.nih.gov/gene/?term=17311
Ccdc103	Ccdc103	coiled-coil domain containing 103	73293	https://www.ncbi.nlm.nih.gov/gene/?term=73293
Matn2	Matn2	matrilin 2	17181	https://www.ncbi.nlm.nih.gov/gene/?term=17181
Wnt1	Wnt1	wingless-type MMTV integration site family, member 1	22408	https://www.ncbi.nlm.nih.gov/gene/?term=22408
Cacna1h	Cacna1h	calcium channel, voltage-dependent, T type, alpha 1H subunit	58226	https://www.ncbi.nlm.nih.gov/gene/?term=58226
Gldc	Gldc	glycine decarboxylase	104174	https://www.ncbi.nlm.nih.gov/gene/?term=104174
Coro2a	Coro2a	coronin, actin binding protein 2A	107684	https://www.ncbi.nlm.nih.gov/gene/?term=107684
Astn2	Astn2	astrotactin 2	56079	https://www.ncbi.nlm.nih.gov/gene/?term=56079
Dbx1	Dbx1	developing brain homeobox 1	13172	https://www.ncbi.nlm.nih.gov/gene/?term=13172
Col4a6	Col4a6	collagen, type IV, alpha 6	94216	https://www.ncbi.nlm.nih.gov/gene/?term=94216
Slc7a3	Slc7a3	solute carrier family 7 (cationic amino acid transporter, y+ system), member 3	11989	https://www.ncbi.nlm.nih.gov/gene/?term=11989
Vipr1	Vipr1	vasoactive intestinal peptide receptor 1	22354	https://www.ncbi.nlm.nih.gov/gene/?term=22354
Rnft2	Rnft2	ring finger protein, transmembrane 2	269695	https://www.ncbi.nlm.nih.gov/gene/?term=269695
Tbc1d4	Tbc1d4	TBC1 domain family, member 4	210789	https://www.ncbi.nlm.nih.gov/gene/?term=210789
Kbtbd12	Kbtbd12	kelch repeat and BTB (POZ) domain containing 12	74589	https://www.ncbi.nlm.nih.gov/gene/?term=74589
Stk36	Stk36	serine/threonine kinase 36	269209	https://www.ncbi.nlm.nih.gov/gene/?term=269209
Tmem132d	Tmem132d	transmembrane protein 132D	243274	https://www.ncbi.nlm.nih.gov/gene/?term=243274
Tgm2	Tgm2	transglutaminase 2, C polypeptide	21817	https://www.ncbi.nlm.nih.gov/gene/?term=21817
Gm5884	Gm5884	target of myb1 homolog pseudogene	545878	https://www.ncbi.nlm.nih.gov/gene/?term=545878
Mical2	Mical2	microtubule associated monooxygenase, calponin and LIM domain containing 2	320878	https://www.ncbi.nlm.nih.gov/gene/?term=320878
Daam2	Daam2	dishevelled associated activator of morphogenesis 2	76441	https://www.ncbi.nlm.nih.gov/gene/?term=76441
Gm15429	Gm15429	anterior pharynx defective 1a homolog pseudogene	100039623	https://www.ncbi.nlm.nih.gov/gene/?term=100039623
Ildr2	Ildr2	immunoglobulin-like domain containing receptor 2	100039795	https://www.ncbi.nlm.nih.gov/gene/?term=100039795
Mettl8	Mettl8	methyltransferase like 8	228019	https://www.ncbi.nlm.nih.gov/gene/?term=228019
Zfp536	Zfp536	zinc finger protein 536	243937	https://www.ncbi.nlm.nih.gov/gene/?term=243937
Rab9b	Rab9b	RAB9B, member RAS oncogene family	319642	https://www.ncbi.nlm.nih.gov/gene/?term=319642
Diras1	Diras1	DIRAS family, GTP-binding RAS-like 1	208666	https://www.ncbi.nlm.nih.gov/gene/?term=208666
Col6a6	Col6a6	collagen, type VI, alpha 6	245026	https://www.ncbi.nlm.nih.gov/gene/?term=245026
Gm1821	Gm1821	ubiquitin pseudogene	218963	https://www.ncbi.nlm.nih.gov/gene/?term=218963
Pkd1l1	Pkd1l1	polycystic kidney disease 1 like 1	171395	https://www.ncbi.nlm.nih.gov/gene/?term=171395
Gp5	Gp5	glycoprotein 5 (platelet)	14729	https://www.ncbi.nlm.nih.gov/gene/?term=14729
Ucn2	Ucn2	urocortin 2	171530	https://www.ncbi.nlm.nih.gov/gene/?term=171530
Ppp6r1	Ppp6r1	protein phosphatase 6, regulatory subunit 1	243819	https://www.ncbi.nlm.nih.gov/gene/?term=243819
Pde5a	Pde5a	phosphodiesterase 5A, cGMP-specific	242202	https://www.ncbi.nlm.nih.gov/gene/?term=242202
Gm10052	Gm10052	NA	654467	https://www.ncbi.nlm.nih.gov/gene/?term=654467
Dnaic1	Dnaic1	dynein, axonemal, intermediate chain 1	68922	https://www.ncbi.nlm.nih.gov/gene/?term=68922
Zbtb16	Zbtb16	zinc finger and BTB domain containing 16	235320	https://www.ncbi.nlm.nih.gov/gene/?term=235320
Sort1	Sort1	sortilin 1	20661	https://www.ncbi.nlm.nih.gov/gene/?term=20661
Gm5641	Gm5641	NA	434807	https://www.ncbi.nlm.nih.gov/gene/?term=434807
Lyz1	Lyz1	lysozyme 1	17110	https://www.ncbi.nlm.nih.gov/gene/?term=17110
Zbtb3	Zbtb3	zinc finger and BTB domain containing 3	75291	https://www.ncbi.nlm.nih.gov/gene/?term=75291
D130040H23Rik	D130040H23Rik	RIKEN cDNA D130040H23 gene	211135	https://www.ncbi.nlm.nih.gov/gene/?term=211135
Xirp1	Xirp1	xin actin-binding repeat containing 1	22437	https://www.ncbi.nlm.nih.gov/gene/?term=22437
Brms1	Brms1	breast cancer metastasis-suppressor 1	107392	https://www.ncbi.nlm.nih.gov/gene/?term=107392
