userId	geneSymbol	geneName	entrezgene	gLink
Lhx2	Lhx2	LIM homeobox protein 2	16870	https://www.ncbi.nlm.nih.gov/gene/?term=16870
Sox9	Sox9	SRY (sex determining region Y)-box 9	20682	https://www.ncbi.nlm.nih.gov/gene/?term=20682
S100a6	S100a6	S100 calcium binding protein A6 (calcyclin)	20200	https://www.ncbi.nlm.nih.gov/gene/?term=20200
Uhrf1	Uhrf1	ubiquitin-like, containing PHD and RING finger domains, 1	18140	https://www.ncbi.nlm.nih.gov/gene/?term=18140
Lsr	Lsr	lipolysis stimulated lipoprotein receptor	54135	https://www.ncbi.nlm.nih.gov/gene/?term=54135
Ube2c	Ube2c	ubiquitin-conjugating enzyme E2C	68612	https://www.ncbi.nlm.nih.gov/gene/?term=68612
Col1a1	Col1a1	collagen, type I, alpha 1	12842	https://www.ncbi.nlm.nih.gov/gene/?term=12842
Dlx3	Dlx3	distal-less homeobox 3	13393	https://www.ncbi.nlm.nih.gov/gene/?term=13393
Hmgn2	Hmgn2	high mobility group nucleosomal binding domain 2	15331	https://www.ncbi.nlm.nih.gov/gene/?term=15331
Ap1m2	Ap1m2	adaptor protein complex AP-1, mu 2 subunit	11768	https://www.ncbi.nlm.nih.gov/gene/?term=11768
Fkbp11	Fkbp11	FK506 binding protein 11	66120	https://www.ncbi.nlm.nih.gov/gene/?term=66120
Pde1c	Pde1c	phosphodiesterase 1C	18575	https://www.ncbi.nlm.nih.gov/gene/?term=18575
Mapk13	Mapk13	mitogen-activated protein kinase 13	26415	https://www.ncbi.nlm.nih.gov/gene/?term=26415
Corin	Corin	corin	53419	https://www.ncbi.nlm.nih.gov/gene/?term=53419
Prlr	Prlr	prolactin receptor	19116	https://www.ncbi.nlm.nih.gov/gene/?term=19116
Snf8	Snf8	SNF8, ESCRT-II complex subunit, homolog (S. cerevisiae)	27681	https://www.ncbi.nlm.nih.gov/gene/?term=27681
Nphs1	Nphs1	nephrosis 1, nephrin	54631	https://www.ncbi.nlm.nih.gov/gene/?term=54631
Rab25	Rab25	RAB25, member RAS oncogene family	53868	https://www.ncbi.nlm.nih.gov/gene/?term=53868
Ncapg	Ncapg	non-SMC condensin I complex, subunit G	54392	https://www.ncbi.nlm.nih.gov/gene/?term=54392
Scube1	Scube1	signal peptide, CUB domain, EGF-like 1	64706	https://www.ncbi.nlm.nih.gov/gene/?term=64706
Krt27	Krt27	keratin 27	16675	https://www.ncbi.nlm.nih.gov/gene/?term=16675
Etv4	Etv4	ets variant 4	18612	https://www.ncbi.nlm.nih.gov/gene/?term=18612
Lsp1	Lsp1	lymphocyte specific 1	16985	https://www.ncbi.nlm.nih.gov/gene/?term=16985
Rspo3	Rspo3	R-spondin 3	72780	https://www.ncbi.nlm.nih.gov/gene/?term=72780
Kera	Kera	keratocan	16545	https://www.ncbi.nlm.nih.gov/gene/?term=16545
Jsrp1	Jsrp1	junctional sarcoplasmic reticulum protein 1	71912	https://www.ncbi.nlm.nih.gov/gene/?term=71912
2810021J22Rik	2810021J22Rik	RIKEN cDNA 2810021J22 gene	69944	https://www.ncbi.nlm.nih.gov/gene/?term=69944
Matn3	Matn3	matrilin 3	17182	https://www.ncbi.nlm.nih.gov/gene/?term=17182
Rrm2	Rrm2	ribonucleotide reductase M2	20135	https://www.ncbi.nlm.nih.gov/gene/?term=20135
Grhl1	Grhl1	grainyhead like transcription factor 1	195733	https://www.ncbi.nlm.nih.gov/gene/?term=195733
Cacng1	Cacng1	calcium channel, voltage-dependent, gamma subunit 1	12299	https://www.ncbi.nlm.nih.gov/gene/?term=12299
Nr1d1	Nr1d1	nuclear receptor subfamily 1, group D, member 1	217166	https://www.ncbi.nlm.nih.gov/gene/?term=217166
Xrcc3	Xrcc3	X-ray repair complementing defective repair in Chinese hamster cells 3	74335	https://www.ncbi.nlm.nih.gov/gene/?term=74335
Msx2	Msx2	msh homeobox 2	17702	https://www.ncbi.nlm.nih.gov/gene/?term=17702
Irx4	Irx4	Iroquois homeobox 4	50916	https://www.ncbi.nlm.nih.gov/gene/?term=50916
Gdf10	Gdf10	growth differentiation factor 10	14560	https://www.ncbi.nlm.nih.gov/gene/?term=14560
Scel	Scel	sciellin	64929	https://www.ncbi.nlm.nih.gov/gene/?term=64929
Enpp2	Enpp2	ectonucleotide pyrophosphatase/phosphodiesterase 2	18606	https://www.ncbi.nlm.nih.gov/gene/?term=18606
C1qtnf6	C1qtnf6	C1q and tumor necrosis factor related protein 6	72709	https://www.ncbi.nlm.nih.gov/gene/?term=72709
Slc38a4	Slc38a4	solute carrier family 38, member 4	69354	https://www.ncbi.nlm.nih.gov/gene/?term=69354
Col2a1	Col2a1	collagen, type II, alpha 1	12824	https://www.ncbi.nlm.nih.gov/gene/?term=12824
Trp63	Trp63	transformation related protein 63	22061	https://www.ncbi.nlm.nih.gov/gene/?term=22061
Slc38a1	Slc38a1	solute carrier family 38, member 1	105727	https://www.ncbi.nlm.nih.gov/gene/?term=105727
Myl12a	Myl12a	myosin, light chain 12A, regulatory, non-sarcomeric	67268	https://www.ncbi.nlm.nih.gov/gene/?term=67268
Ppic	Ppic	peptidylprolyl isomerase C	19038	https://www.ncbi.nlm.nih.gov/gene/?term=19038
Incenp	Incenp	inner centromere protein	16319	https://www.ncbi.nlm.nih.gov/gene/?term=16319
Cdca5	Cdca5	cell division cycle associated 5	67849	https://www.ncbi.nlm.nih.gov/gene/?term=67849
Pycr1	Pycr1	pyrroline-5-carboxylate reductase 1	209027	https://www.ncbi.nlm.nih.gov/gene/?term=209027
Scd3	Scd3	stearoyl-coenzyme A desaturase 3	30049	https://www.ncbi.nlm.nih.gov/gene/?term=30049
Kazald1	Kazald1	Kazal-type serine peptidase inhibitor domain 1	107250	https://www.ncbi.nlm.nih.gov/gene/?term=107250
Padi4	Padi4	peptidyl arginine deiminase, type IV	18602	https://www.ncbi.nlm.nih.gov/gene/?term=18602
Urah	Urah	urate (5-hydroxyiso-) hydrolase	76974	https://www.ncbi.nlm.nih.gov/gene/?term=76974
Tk1	Tk1	thymidine kinase 1	21877	https://www.ncbi.nlm.nih.gov/gene/?term=21877
Cbx2	Cbx2	chromobox 2	12416	https://www.ncbi.nlm.nih.gov/gene/?term=12416
Rpl14	Rpl14	ribosomal protein L14	67115	https://www.ncbi.nlm.nih.gov/gene/?term=67115
Tnnt2	Tnnt2	troponin T2, cardiac	21956	https://www.ncbi.nlm.nih.gov/gene/?term=21956
Myog	Myog	myogenin	17928	https://www.ncbi.nlm.nih.gov/gene/?term=17928
Fgf7	Fgf7	fibroblast growth factor 7	14178	https://www.ncbi.nlm.nih.gov/gene/?term=14178
Mdk	Mdk	midkine	17242	https://www.ncbi.nlm.nih.gov/gene/?term=17242
Fermt1	Fermt1	fermitin family member 1	241639	https://www.ncbi.nlm.nih.gov/gene/?term=241639
Fabp5	Fabp5	fatty acid binding protein 5, epidermal	16592	https://www.ncbi.nlm.nih.gov/gene/?term=16592
a	a	nonagouti	50518	https://www.ncbi.nlm.nih.gov/gene/?term=50518
Sfrp2	Sfrp2	secreted frizzled-related protein 2	20319	https://www.ncbi.nlm.nih.gov/gene/?term=20319
Glrb	Glrb	glycine receptor, beta subunit	14658	https://www.ncbi.nlm.nih.gov/gene/?term=14658
Sdr16c5	Sdr16c5	short chain dehydrogenase/reductase family 16C, member 5	242285	https://www.ncbi.nlm.nih.gov/gene/?term=242285
Tfap2c	Tfap2c	transcription factor AP-2, gamma	21420	https://www.ncbi.nlm.nih.gov/gene/?term=21420
Tmem54	Tmem54	transmembrane protein 54	66260	https://www.ncbi.nlm.nih.gov/gene/?term=66260
Cenpa	Cenpa	centromere protein A	12615	https://www.ncbi.nlm.nih.gov/gene/?term=12615
Spp1	Spp1	secreted phosphoprotein 1	20750	https://www.ncbi.nlm.nih.gov/gene/?term=20750
Kntc1	Kntc1	kinetochore associated 1	208628	https://www.ncbi.nlm.nih.gov/gene/?term=208628
Cxcl9	Cxcl9	chemokine (C-X-C motif) ligand 9	17329	https://www.ncbi.nlm.nih.gov/gene/?term=17329
Gxylt2	Gxylt2	glucoside xylosyltransferase 2	232313	https://www.ncbi.nlm.nih.gov/gene/?term=232313
Ret	Ret	ret proto-oncogene	19713	https://www.ncbi.nlm.nih.gov/gene/?term=19713
Rad52	Rad52	RAD52 homolog, DNA repair protein	19365	https://www.ncbi.nlm.nih.gov/gene/?term=19365
Far2	Far2	fatty acyl CoA reductase 2	330450	https://www.ncbi.nlm.nih.gov/gene/?term=330450
Kif22	Kif22	kinesin family member 22	110033	https://www.ncbi.nlm.nih.gov/gene/?term=110033
Fgf16	Fgf16	fibroblast growth factor 16	80903	https://www.ncbi.nlm.nih.gov/gene/?term=80903
Itgb1bp2	Itgb1bp2	integrin beta 1 binding protein 2	26549	https://www.ncbi.nlm.nih.gov/gene/?term=26549
Myom2	Myom2	myomesin 2	17930	https://www.ncbi.nlm.nih.gov/gene/?term=17930
Arpp21	Arpp21	cyclic AMP-regulated phosphoprotein, 21	74100	https://www.ncbi.nlm.nih.gov/gene/?term=74100
Rpsa	Rpsa	ribosomal protein SA	16785	https://www.ncbi.nlm.nih.gov/gene/?term=16785
Troap	Troap	trophinin associated protein	78733	https://www.ncbi.nlm.nih.gov/gene/?term=78733
Rspo4	Rspo4	R-spondin 4	228770	https://www.ncbi.nlm.nih.gov/gene/?term=228770
Tmem132c	Tmem132c	transmembrane protein 132C	208213	https://www.ncbi.nlm.nih.gov/gene/?term=208213
Lif	Lif	leukemia inhibitory factor	16878	https://www.ncbi.nlm.nih.gov/gene/?term=16878
Lrrn1	Lrrn1	leucine rich repeat protein 1, neuronal	16979	https://www.ncbi.nlm.nih.gov/gene/?term=16979
Rps29	Rps29	ribosomal protein S29	20090	https://www.ncbi.nlm.nih.gov/gene/?term=20090
Epgn	Epgn	epithelial mitogen	71920	https://www.ncbi.nlm.nih.gov/gene/?term=71920
