userId	geneSymbol	geneName	entrezgene	gLink
ENSMUSG00000001150	Mcm3ap	minichromosome maintenance complex component 3 associated protein	54387	https://www.ncbi.nlm.nih.gov/gene/?term=54387
ENSMUSG00000002020	Ltbp2	latent transforming growth factor beta binding protein 2	16997	https://www.ncbi.nlm.nih.gov/gene/?term=16997
ENSMUSG00000002343	Armc6	armadillo repeat containing 6	76813	https://www.ncbi.nlm.nih.gov/gene/?term=76813
ENSMUSG00000002831	Plin4	perilipin 4	57435	https://www.ncbi.nlm.nih.gov/gene/?term=57435
ENSMUSG00000003226	Ranbp2	RAN binding protein 2	19386	https://www.ncbi.nlm.nih.gov/gene/?term=19386
ENSMUSG00000003660	Snrnp200	small nuclear ribonucleoprotein 200 (U5)	320632	https://www.ncbi.nlm.nih.gov/gene/?term=320632
ENSMUSG00000004698	Hdac9	histone deacetylase 9	79221	https://www.ncbi.nlm.nih.gov/gene/?term=79221
ENSMUSG00000004892	Bcan	brevican	12032	https://www.ncbi.nlm.nih.gov/gene/?term=12032
ENSMUSG00000005611	Mrvi1	MRV integration site 1	17540	https://www.ncbi.nlm.nih.gov/gene/?term=17540
ENSMUSG00000005871	Apc	APC, WNT signaling pathway regulator	11789	https://www.ncbi.nlm.nih.gov/gene/?term=11789
ENSMUSG00000006576	Slc4a3	solute carrier family 4 (anion exchanger), member 3	20536	https://www.ncbi.nlm.nih.gov/gene/?term=20536
ENSMUSG00000010122	Slc47a1	solute carrier family 47, member 1	67473	https://www.ncbi.nlm.nih.gov/gene/?term=67473
ENSMUSG00000012519	Mlkl	mixed lineage kinase domain-like	74568	https://www.ncbi.nlm.nih.gov/gene/?term=74568
ENSMUSG00000017631	Abr	active BCR-related gene	109934	https://www.ncbi.nlm.nih.gov/gene/?term=109934
ENSMUSG00000018604	Tbx3	T-box 3	21386	https://www.ncbi.nlm.nih.gov/gene/?term=21386
ENSMUSG00000019359	Gdpd2	glycerophosphodiester phosphodiesterase domain containing 2	71584	https://www.ncbi.nlm.nih.gov/gene/?term=71584
ENSMUSG00000019732	Calr3	calreticulin 3	73316	https://www.ncbi.nlm.nih.gov/gene/?term=73316
ENSMUSG00000019820	Utrn	utrophin	22288	https://www.ncbi.nlm.nih.gov/gene/?term=22288
ENSMUSG00000019984	Med23	mediator complex subunit 23	70208	https://www.ncbi.nlm.nih.gov/gene/?term=70208
ENSMUSG00000021071	Trim9	tripartite motif-containing 9	94090	https://www.ncbi.nlm.nih.gov/gene/?term=94090
ENSMUSG00000021277	Traf3	TNF receptor-associated factor 3	22031	https://www.ncbi.nlm.nih.gov/gene/?term=22031
ENSMUSG00000021375	Kif13a	kinesin family member 13A	16553	https://www.ncbi.nlm.nih.gov/gene/?term=16553
ENSMUSG00000021720	Rnf180	ring finger protein 180	71816	https://www.ncbi.nlm.nih.gov/gene/?term=71816
ENSMUSG00000021823	Vcl	vinculin	22330	https://www.ncbi.nlm.nih.gov/gene/?term=22330
ENSMUSG00000022195	6030458C11Rik	RIKEN cDNA 6030458C11 gene	77877	https://www.ncbi.nlm.nih.gov/gene/?term=77877
ENSMUSG00000022790	Igsf11	immunoglobulin superfamily, member 11	207683	https://www.ncbi.nlm.nih.gov/gene/?term=207683
ENSMUSG00000022871	Fetub	fetuin beta	59083	https://www.ncbi.nlm.nih.gov/gene/?term=59083
ENSMUSG00000022893	Adamts1	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 1	11504	https://www.ncbi.nlm.nih.gov/gene/?term=11504
ENSMUSG00000024049	Myom1	myomesin 1	17929	https://www.ncbi.nlm.nih.gov/gene/?term=17929
ENSMUSG00000024261	Syt4	synaptotagmin IV	20983	https://www.ncbi.nlm.nih.gov/gene/?term=20983
ENSMUSG00000024451	Arap3	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3	106952	https://www.ncbi.nlm.nih.gov/gene/?term=106952
ENSMUSG00000024900	Cpt1a	carnitine palmitoyltransferase 1a, liver	12894	https://www.ncbi.nlm.nih.gov/gene/?term=12894
ENSMUSG00000026077	Npas2	neuronal PAS domain protein 2	18143	https://www.ncbi.nlm.nih.gov/gene/?term=18143
ENSMUSG00000026692	Fmo4	flavin containing monooxygenase 4	226564	https://www.ncbi.nlm.nih.gov/gene/?term=226564
ENSMUSG00000026822	Lcn2	lipocalin 2	16819	https://www.ncbi.nlm.nih.gov/gene/?term=16819
ENSMUSG00000027716	Trpc3	transient receptor potential cation channel, subfamily C, member 3	22065	https://www.ncbi.nlm.nih.gov/gene/?term=22065
ENSMUSG00000028150	Rorc	RAR-related orphan receptor gamma	19885	https://www.ncbi.nlm.nih.gov/gene/?term=19885
ENSMUSG00000028468	Rgp1	RAB6A GEF compex partner 1	242406	https://www.ncbi.nlm.nih.gov/gene/?term=242406
ENSMUSG00000028532	Cachd1	cache domain containing 1	320508	https://www.ncbi.nlm.nih.gov/gene/?term=320508
ENSMUSG00000028555	Ttc39a	tetratricopeptide repeat domain 39A	230603	https://www.ncbi.nlm.nih.gov/gene/?term=230603
ENSMUSG00000029174	Tbc1d1	TBC1 domain family, member 1	57915	https://www.ncbi.nlm.nih.gov/gene/?term=57915
ENSMUSG00000030107	Usp18	ubiquitin specific peptidase 18	24110	https://www.ncbi.nlm.nih.gov/gene/?term=24110
ENSMUSG00000030515	Tarsl2	threonyl-tRNA synthetase-like 2	272396	https://www.ncbi.nlm.nih.gov/gene/?term=272396
ENSMUSG00000030811	Fbxl19	F-box and leucine-rich repeat protein 19	233902	https://www.ncbi.nlm.nih.gov/gene/?term=233902
ENSMUSG00000031111	Igsf1	immunoglobulin superfamily, member 1	209268	https://www.ncbi.nlm.nih.gov/gene/?term=209268
ENSMUSG00000031328	Flna	filamin, alpha	192176	https://www.ncbi.nlm.nih.gov/gene/?term=192176
ENSMUSG00000032115	Hyou1	hypoxia up-regulated 1	12282	https://www.ncbi.nlm.nih.gov/gene/?term=12282
ENSMUSG00000032289	Thsd4	thrombospondin, type I, domain containing 4	207596	https://www.ncbi.nlm.nih.gov/gene/?term=207596
ENSMUSG00000032480	Dhx30	DEAH (Asp-Glu-Ala-His) box polypeptide 30	72831	https://www.ncbi.nlm.nih.gov/gene/?term=72831
ENSMUSG00000032777	Gtf3c1	general transcription factor III C 1	233863	https://www.ncbi.nlm.nih.gov/gene/?term=233863
ENSMUSG00000032890	Rims3	regulating synaptic membrane exocytosis 3	242662	https://www.ncbi.nlm.nih.gov/gene/?term=242662
ENSMUSG00000033306	Lpp	LIM domain containing preferred translocation partner in lipoma	210126	https://www.ncbi.nlm.nih.gov/gene/?term=210126
ENSMUSG00000033453	Adamts15	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 15	235130	https://www.ncbi.nlm.nih.gov/gene/?term=235130
ENSMUSG00000033623	Pcgf3	polycomb group ring finger 3	69587	https://www.ncbi.nlm.nih.gov/gene/?term=69587
ENSMUSG00000034171	Faah	fatty acid amide hydrolase	14073	https://www.ncbi.nlm.nih.gov/gene/?term=14073
ENSMUSG00000034731	Dgkh	diacylglycerol kinase, eta	380921	https://www.ncbi.nlm.nih.gov/gene/?term=380921
ENSMUSG00000034906	Ncaph	non-SMC condensin I complex, subunit H	215387	https://www.ncbi.nlm.nih.gov/gene/?term=215387
ENSMUSG00000034926	Dhcr24	24-dehydrocholesterol reductase	74754	https://www.ncbi.nlm.nih.gov/gene/?term=74754
ENSMUSG00000035181	Heatr5a	HEAT repeat containing 5A	320487	https://www.ncbi.nlm.nih.gov/gene/?term=320487
ENSMUSG00000035864	Syt1	synaptotagmin I	20979	https://www.ncbi.nlm.nih.gov/gene/?term=20979
ENSMUSG00000035948	Acss3	acyl-CoA synthetase short-chain family member 3	380660	https://www.ncbi.nlm.nih.gov/gene/?term=380660
ENSMUSG00000036061	Smug1	single-strand selective monofunctional uracil DNA glycosylase	71726	https://www.ncbi.nlm.nih.gov/gene/?term=71726
ENSMUSG00000036208	Nepro	nucleolus and neural progenitor protein	212547	https://www.ncbi.nlm.nih.gov/gene/?term=212547
ENSMUSG00000036923	Stox1	storkhead box 1	216021	https://www.ncbi.nlm.nih.gov/gene/?term=216021
ENSMUSG00000037709	Fam13a	family with sequence similarity 13, member A	58909	https://www.ncbi.nlm.nih.gov/gene/?term=58909
ENSMUSG00000037999	Arap2	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2	212285	https://www.ncbi.nlm.nih.gov/gene/?term=212285
ENSMUSG00000038170	Pde4dip	phosphodiesterase 4D interacting protein (myomegalin)	83679	https://www.ncbi.nlm.nih.gov/gene/?term=83679
ENSMUSG00000038473	Nos1ap	nitric oxide synthase 1 (neuronal) adaptor protein	70729	https://www.ncbi.nlm.nih.gov/gene/?term=70729
ENSMUSG00000038718	Pbx3	pre B cell leukemia homeobox 3	18516	https://www.ncbi.nlm.nih.gov/gene/?term=18516
ENSMUSG00000039470	Zdhhc2	zinc finger, DHHC domain containing 2	70546	https://www.ncbi.nlm.nih.gov/gene/?term=70546
ENSMUSG00000039929	Urb1	URB1 ribosome biogenesis 1 homolog (S. cerevisiae)	207932	https://www.ncbi.nlm.nih.gov/gene/?term=207932
ENSMUSG00000040537	Adam22	a disintegrin and metallopeptidase domain 22	11496	https://www.ncbi.nlm.nih.gov/gene/?term=11496
ENSMUSG00000042046	Dstyk	dual serine/threonine and tyrosine protein kinase	213452	https://www.ncbi.nlm.nih.gov/gene/?term=213452
ENSMUSG00000042190	Cmklr1	chemokine-like receptor 1	14747	https://www.ncbi.nlm.nih.gov/gene/?term=14747
ENSMUSG00000042607	Asb4	ankyrin repeat and SOCS box-containing 4	65255	https://www.ncbi.nlm.nih.gov/gene/?term=65255
ENSMUSG00000042644	Itpr3	inositol 1,4,5-triphosphate receptor 3	16440	https://www.ncbi.nlm.nih.gov/gene/?term=16440
ENSMUSG00000044576	Garem2	GRB2 associated regulator of MAPK1 subtype 2	242915	https://www.ncbi.nlm.nih.gov/gene/?term=242915
ENSMUSG00000046410	Kcnk6	potassium inwardly-rectifying channel, subfamily K, member 6	52150	https://www.ncbi.nlm.nih.gov/gene/?term=52150
ENSMUSG00000046591	Ticrr	TOPBP1-interacting checkpoint and replication regulator	77011	https://www.ncbi.nlm.nih.gov/gene/?term=77011
ENSMUSG00000046908	Ltb4r1	leukotriene B4 receptor 1	16995	https://www.ncbi.nlm.nih.gov/gene/?term=16995
ENSMUSG00000048232	Fbxo10	F-box protein 10	269529	https://www.ncbi.nlm.nih.gov/gene/?term=269529
ENSMUSG00000049516	Spty2d1	SPT2, Suppressor of Ty, domain containing 1 (S. cerevisiae)	101685	https://www.ncbi.nlm.nih.gov/gene/?term=101685
