userId	geneSymbol	geneName	entrezgene	gLink
ENSMUSG00000000037	Scml2	Scm polycomb group protein like 2	107815	https://www.ncbi.nlm.nih.gov/gene/?term=107815
ENSMUSG00000001985	Grik3	glutamate receptor, ionotropic, kainate 3	14807	https://www.ncbi.nlm.nih.gov/gene/?term=14807
ENSMUSG00000002032	Tmem25	transmembrane protein 25	71687	https://www.ncbi.nlm.nih.gov/gene/?term=71687
ENSMUSG00000003435	Supt5	suppressor of Ty 5	20924	https://www.ncbi.nlm.nih.gov/gene/?term=20924
ENSMUSG00000004508	Gab2	growth factor receptor bound protein 2-associated protein 2	14389	https://www.ncbi.nlm.nih.gov/gene/?term=14389
ENSMUSG00000004677	Myo9b	myosin IXb	17925	https://www.ncbi.nlm.nih.gov/gene/?term=17925
ENSMUSG00000004815	Dgkq	diacylglycerol kinase, theta	110524	https://www.ncbi.nlm.nih.gov/gene/?term=110524
ENSMUSG00000007817	Zmiz1	zinc finger, MIZ-type containing 1	328365	https://www.ncbi.nlm.nih.gov/gene/?term=328365
ENSMUSG00000009394	Syn2	synapsin II	20965	https://www.ncbi.nlm.nih.gov/gene/?term=20965
ENSMUSG00000013483	Card14	caspase recruitment domain family, member 14	170720	https://www.ncbi.nlm.nih.gov/gene/?term=170720
ENSMUSG00000015750	Aph1a	aph1 homolog A, gamma secretase subunit	226548	https://www.ncbi.nlm.nih.gov/gene/?term=226548
ENSMUSG00000015944	Castor2	cytosolic arginine sensor for mTORC1 subunit 2	80909	https://www.ncbi.nlm.nih.gov/gene/?term=80909
ENSMUSG00000016128	Stard13	StAR-related lipid transfer (START) domain containing 13	243362	https://www.ncbi.nlm.nih.gov/gene/?term=243362
ENSMUSG00000017453	Pipox	pipecolic acid oxidase	19193	https://www.ncbi.nlm.nih.gov/gene/?term=19193
ENSMUSG00000020576	Nbas	neuroblastoma amplified sequence	71169	https://www.ncbi.nlm.nih.gov/gene/?term=71169
ENSMUSG00000020741	Cluh	clustered mitochondria (cluA/CLU1) homolog	74148	https://www.ncbi.nlm.nih.gov/gene/?term=74148
ENSMUSG00000020747	Tmem94	transmembrane protein 94	71947	https://www.ncbi.nlm.nih.gov/gene/?term=71947
ENSMUSG00000020788	Atp2a3	ATPase, Ca++ transporting, ubiquitous	53313	https://www.ncbi.nlm.nih.gov/gene/?term=53313
ENSMUSG00000021032	Ngb	neuroglobin	64242	https://www.ncbi.nlm.nih.gov/gene/?term=64242
ENSMUSG00000021364	Elovl2	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 2	54326	https://www.ncbi.nlm.nih.gov/gene/?term=54326
ENSMUSG00000022801	Lrch3	leucine-rich repeats and calponin homology (CH) domain containing 3	70144	https://www.ncbi.nlm.nih.gov/gene/?term=70144
ENSMUSG00000023977	Ubr2	ubiquitin protein ligase E3 component n-recognin 2	224826	https://www.ncbi.nlm.nih.gov/gene/?term=224826
ENSMUSG00000024066	Xdh	xanthine dehydrogenase	22436	https://www.ncbi.nlm.nih.gov/gene/?term=22436
ENSMUSG00000024251	Thada	thyroid adenoma associated	240174	https://www.ncbi.nlm.nih.gov/gene/?term=240174
ENSMUSG00000024542	Cep192	centrosomal protein 192	70799	https://www.ncbi.nlm.nih.gov/gene/?term=70799
ENSMUSG00000024978	Gpam	glycerol-3-phosphate acyltransferase, mitochondrial	14732	https://www.ncbi.nlm.nih.gov/gene/?term=14732
ENSMUSG00000025092	Hspa12a	heat shock protein 12A	73442	https://www.ncbi.nlm.nih.gov/gene/?term=73442
ENSMUSG00000025241	Fyco1	FYVE and coiled-coil domain containing 1	17281	https://www.ncbi.nlm.nih.gov/gene/?term=17281
ENSMUSG00000025266	Gnl3l	guanine nucleotide binding protein-like 3 (nucleolar)-like	237107	https://www.ncbi.nlm.nih.gov/gene/?term=237107
ENSMUSG00000025324	Atp10a	ATPase, class V, type 10A	11982	https://www.ncbi.nlm.nih.gov/gene/?term=11982
ENSMUSG00000025885	Myo5b	myosin VB	17919	https://www.ncbi.nlm.nih.gov/gene/?term=17919
ENSMUSG00000026407	Cacna1s	calcium channel, voltage-dependent, L type, alpha 1S subunit	12292	https://www.ncbi.nlm.nih.gov/gene/?term=12292
ENSMUSG00000026764	Kif5c	kinesin family member 5C	16574	https://www.ncbi.nlm.nih.gov/gene/?term=16574
ENSMUSG00000026828	Galnt5	polypeptide N-acetylgalactosaminyltransferase 5	241391	https://www.ncbi.nlm.nih.gov/gene/?term=241391
ENSMUSG00000026924	Sec16a	SEC16 homolog A, endoplasmic reticulum export factor	227648	https://www.ncbi.nlm.nih.gov/gene/?term=227648
ENSMUSG00000027580	Helz2	helicase with zinc finger 2, transcriptional coactivator	229003	https://www.ncbi.nlm.nih.gov/gene/?term=229003
ENSMUSG00000027650	Tti1	TELO2 interacting protein 1	75425	https://www.ncbi.nlm.nih.gov/gene/?term=75425
ENSMUSG00000027668	Mfn1	mitofusin 1	67414	https://www.ncbi.nlm.nih.gov/gene/?term=67414
ENSMUSG00000027678	Ncoa3	nuclear receptor coactivator 3	17979	https://www.ncbi.nlm.nih.gov/gene/?term=17979
ENSMUSG00000027684	Mecom	MDS1 and EVI1 complex locus	14013	https://www.ncbi.nlm.nih.gov/gene/?term=14013
ENSMUSG00000027875	Hmgcs2	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 2	15360	https://www.ncbi.nlm.nih.gov/gene/?term=15360
