userId	geneSymbol	geneName	entrezgene	gLink
ENSMUSG00000001151	Pcnt	pericentrin (kendrin)	18541	https://www.ncbi.nlm.nih.gov/gene/?term=18541
ENSMUSG00000002289	Angptl4	angiopoietin-like 4	57875	https://www.ncbi.nlm.nih.gov/gene/?term=57875
ENSMUSG00000005952	Trpv1	transient receptor potential cation channel, subfamily V, member 1	193034	https://www.ncbi.nlm.nih.gov/gene/?term=193034
ENSMUSG00000006342	Susd2	sushi domain containing 2	71733	https://www.ncbi.nlm.nih.gov/gene/?term=71733
ENSMUSG00000011008	Mcoln2	mucolipin 2	68279	https://www.ncbi.nlm.nih.gov/gene/?term=68279
ENSMUSG00000018698	Lhx1	LIM homeobox protein 1	16869	https://www.ncbi.nlm.nih.gov/gene/?term=16869
ENSMUSG00000019907	Ppp1r12a	protein phosphatase 1, regulatory subunit 12A	17931	https://www.ncbi.nlm.nih.gov/gene/?term=17931
ENSMUSG00000019966	Kitl	kit ligand	17311	https://www.ncbi.nlm.nih.gov/gene/?term=17311
ENSMUSG00000020930	Ccdc103	coiled-coil domain containing 103	73293	https://www.ncbi.nlm.nih.gov/gene/?term=73293
ENSMUSG00000022324	Matn2	matrilin 2	17181	https://www.ncbi.nlm.nih.gov/gene/?term=17181
ENSMUSG00000022997	Wnt1	wingless-type MMTV integration site family, member 1	22408	https://www.ncbi.nlm.nih.gov/gene/?term=22408
ENSMUSG00000024112	Cacna1h	calcium channel, voltage-dependent, T type, alpha 1H subunit	58226	https://www.ncbi.nlm.nih.gov/gene/?term=58226
ENSMUSG00000024827	Gldc	glycine decarboxylase	104174	https://www.ncbi.nlm.nih.gov/gene/?term=104174
ENSMUSG00000028337	Coro2a	coronin, actin binding protein 2A	107684	https://www.ncbi.nlm.nih.gov/gene/?term=107684
ENSMUSG00000028373	Astn2	astrotactin 2	56079	https://www.ncbi.nlm.nih.gov/gene/?term=56079
ENSMUSG00000029314	Gpat3	glycerol-3-phosphate acyltransferase 3	231510	https://www.ncbi.nlm.nih.gov/gene/?term=231510
ENSMUSG00000030507	Dbx1	developing brain homeobox 1	13172	https://www.ncbi.nlm.nih.gov/gene/?term=13172
ENSMUSG00000031273	Col4a6	collagen, type IV, alpha 6	94216	https://www.ncbi.nlm.nih.gov/gene/?term=94216
ENSMUSG00000031297	Slc7a3	solute carrier family 7 (cationic amino acid transporter, y+ system), member 3	11989	https://www.ncbi.nlm.nih.gov/gene/?term=11989
ENSMUSG00000032528	Vipr1	vasoactive intestinal peptide receptor 1	22354	https://www.ncbi.nlm.nih.gov/gene/?term=22354
ENSMUSG00000032850	Rnft2	ring finger protein, transmembrane 2	269695	https://www.ncbi.nlm.nih.gov/gene/?term=269695
ENSMUSG00000033083	Tbc1d4	TBC1 domain family, member 4	210789	https://www.ncbi.nlm.nih.gov/gene/?term=210789
ENSMUSG00000033182	Kbtbd12	kelch repeat and BTB (POZ) domain containing 12	74589	https://www.ncbi.nlm.nih.gov/gene/?term=74589
ENSMUSG00000033276	Stk36	serine/threonine kinase 36	269209	https://www.ncbi.nlm.nih.gov/gene/?term=269209
ENSMUSG00000034310	Tmem132d	transmembrane protein 132D	243274	https://www.ncbi.nlm.nih.gov/gene/?term=243274
ENSMUSG00000037820	Tgm2	transglutaminase 2, C polypeptide	21817	https://www.ncbi.nlm.nih.gov/gene/?term=21817
ENSMUSG00000038244	Mical2	microtubule associated monooxygenase, calponin and LIM domain containing 2	320878	https://www.ncbi.nlm.nih.gov/gene/?term=320878
ENSMUSG00000038244	Micalcl	MICAL C-terminal like	100504195	https://www.ncbi.nlm.nih.gov/gene/?term=100504195
ENSMUSG00000040260	Daam2	dishevelled associated activator of morphogenesis 2	76441	https://www.ncbi.nlm.nih.gov/gene/?term=76441
ENSMUSG00000040612	Ildr2	immunoglobulin-like domain containing receptor 2	100039795	https://www.ncbi.nlm.nih.gov/gene/?term=100039795
ENSMUSG00000041975	Mettl8	methyltransferase like 8	228019	https://www.ncbi.nlm.nih.gov/gene/?term=228019
ENSMUSG00000043456	Zfp536	zinc finger protein 536	243937	https://www.ncbi.nlm.nih.gov/gene/?term=243937
ENSMUSG00000043463	Rab9b	RAB9B, member RAS oncogene family	319642	https://www.ncbi.nlm.nih.gov/gene/?term=319642
ENSMUSG00000043670	Diras1	DIRAS family, GTP-binding RAS-like 1	208666	https://www.ncbi.nlm.nih.gov/gene/?term=208666
ENSMUSG00000043719	Col6a6	collagen, type VI, alpha 6	245026	https://www.ncbi.nlm.nih.gov/gene/?term=245026
ENSMUSG00000046634	Pkd1l1	polycystic kidney disease 1 like 1	171395	https://www.ncbi.nlm.nih.gov/gene/?term=171395
ENSMUSG00000047953	Gp5	glycoprotein 5 (platelet)	14729	https://www.ncbi.nlm.nih.gov/gene/?term=14729
ENSMUSG00000049699	Ucn2	urocortin 2	171530	https://www.ncbi.nlm.nih.gov/gene/?term=171530
ENSMUSG00000052296	Ppp6r1	protein phosphatase 6, regulatory subunit 1	243819	https://www.ncbi.nlm.nih.gov/gene/?term=243819
ENSMUSG00000053965	Pde5a	phosphodiesterase 5A, cGMP-specific	242202	https://www.ncbi.nlm.nih.gov/gene/?term=242202
ENSMUSG00000061322	Dnaic1	dynein, axonemal, intermediate chain 1	68922	https://www.ncbi.nlm.nih.gov/gene/?term=68922
ENSMUSG00000066687	Zbtb16	zinc finger and BTB domain containing 16	235320	https://www.ncbi.nlm.nih.gov/gene/?term=235320
ENSMUSG00000067878	Map7d3	MAP7 domain containing 3	320923	https://www.ncbi.nlm.nih.gov/gene/?term=320923
ENSMUSG00000068747	Sort1	sortilin 1	20661	https://www.ncbi.nlm.nih.gov/gene/?term=20661
ENSMUSG00000069515	Lyz1	lysozyme 1	17110	https://www.ncbi.nlm.nih.gov/gene/?term=17110
ENSMUSG00000071661	Zbtb3	zinc finger and BTB domain containing 3	75291	https://www.ncbi.nlm.nih.gov/gene/?term=75291
ENSMUSG00000079038	D130040H23Rik	RIKEN cDNA D130040H23 gene	211135	https://www.ncbi.nlm.nih.gov/gene/?term=211135
ENSMUSG00000079243	Xirp1	xin actin-binding repeat containing 1	22437	https://www.ncbi.nlm.nih.gov/gene/?term=22437
ENSMUSG00000080268	Brms1	breast cancer metastasis-suppressor 1	107392	https://www.ncbi.nlm.nih.gov/gene/?term=107392
ENSMUSG00000081406	LOC105244208	40S ribosomal protein S6	105244208	https://www.ncbi.nlm.nih.gov/gene/?term=105244208
ENSMUSG00000082361	Btc	betacellulin, epidermal growth factor family member	12223	https://www.ncbi.nlm.nih.gov/gene/?term=12223
ENSMUSG00000090958	Lrrc32	leucine rich repeat containing 32	434215	https://www.ncbi.nlm.nih.gov/gene/?term=434215
ENSMUSG00000096795	Zfp433	zinc finger protein 433	73610	https://www.ncbi.nlm.nih.gov/gene/?term=73610
ENSMUSG00000101645	Ctnnd1	catenin (cadherin associated protein), delta 1	12388	https://www.ncbi.nlm.nih.gov/gene/?term=12388
ENSMUSG00000102440	Pcdhga9	protocadherin gamma subfamily A, 9	93717	https://www.ncbi.nlm.nih.gov/gene/?term=93717
