userId	geneSymbol	geneName	entrezgene	gLink
Mcm3ap	Mcm3ap	minichromosome maintenance complex component 3 associated protein	54387	https://www.ncbi.nlm.nih.gov/gene/?term=54387
Ltbp2	Ltbp2	latent transforming growth factor beta binding protein 2	16997	https://www.ncbi.nlm.nih.gov/gene/?term=16997
Armc6	Armc6	armadillo repeat containing 6	76813	https://www.ncbi.nlm.nih.gov/gene/?term=76813
Plin4	Plin4	perilipin 4	57435	https://www.ncbi.nlm.nih.gov/gene/?term=57435
Ranbp2	Ranbp2	RAN binding protein 2	19386	https://www.ncbi.nlm.nih.gov/gene/?term=19386
Snrnp200	Snrnp200	small nuclear ribonucleoprotein 200 (U5)	320632	https://www.ncbi.nlm.nih.gov/gene/?term=320632
Hdac9	Hdac9	histone deacetylase 9	79221	https://www.ncbi.nlm.nih.gov/gene/?term=79221
Bcan	Bcan	brevican	12032	https://www.ncbi.nlm.nih.gov/gene/?term=12032
Mrvi1	Mrvi1	MRV integration site 1	17540	https://www.ncbi.nlm.nih.gov/gene/?term=17540
Apc	Apc	APC, WNT signaling pathway regulator	11789	https://www.ncbi.nlm.nih.gov/gene/?term=11789
Slc4a3	Slc4a3	solute carrier family 4 (anion exchanger), member 3	20536	https://www.ncbi.nlm.nih.gov/gene/?term=20536
Slc47a1	Slc47a1	solute carrier family 47, member 1	67473	https://www.ncbi.nlm.nih.gov/gene/?term=67473
Mlkl	Mlkl	mixed lineage kinase domain-like	74568	https://www.ncbi.nlm.nih.gov/gene/?term=74568
Abr	Abr	active BCR-related gene	109934	https://www.ncbi.nlm.nih.gov/gene/?term=109934
Tbx3	Tbx3	T-box 3	21386	https://www.ncbi.nlm.nih.gov/gene/?term=21386
Gdpd2	Gdpd2	glycerophosphodiester phosphodiesterase domain containing 2	71584	https://www.ncbi.nlm.nih.gov/gene/?term=71584
Calr3	Calr3	calreticulin 3	73316	https://www.ncbi.nlm.nih.gov/gene/?term=73316
Utrn	Utrn	utrophin	22288	https://www.ncbi.nlm.nih.gov/gene/?term=22288
Med23	Med23	mediator complex subunit 23	70208	https://www.ncbi.nlm.nih.gov/gene/?term=70208
Trim9	Trim9	tripartite motif-containing 9	94090	https://www.ncbi.nlm.nih.gov/gene/?term=94090
Traf3	Traf3	TNF receptor-associated factor 3	22031	https://www.ncbi.nlm.nih.gov/gene/?term=22031
Kif13a	Kif13a	kinesin family member 13A	16553	https://www.ncbi.nlm.nih.gov/gene/?term=16553
Rnf180	Rnf180	ring finger protein 180	71816	https://www.ncbi.nlm.nih.gov/gene/?term=71816
Vcl	Vcl	vinculin	22330	https://www.ncbi.nlm.nih.gov/gene/?term=22330
6030458C11Rik	6030458C11Rik	RIKEN cDNA 6030458C11 gene	77877	https://www.ncbi.nlm.nih.gov/gene/?term=77877
Igsf11	Igsf11	immunoglobulin superfamily, member 11	207683	https://www.ncbi.nlm.nih.gov/gene/?term=207683
Fetub	Fetub	fetuin beta	59083	https://www.ncbi.nlm.nih.gov/gene/?term=59083
Adamts1	Adamts1	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 1	11504	https://www.ncbi.nlm.nih.gov/gene/?term=11504
Myom1	Myom1	myomesin 1	17929	https://www.ncbi.nlm.nih.gov/gene/?term=17929
Syt4	Syt4	synaptotagmin IV	20983	https://www.ncbi.nlm.nih.gov/gene/?term=20983
Arap3	Arap3	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3	106952	https://www.ncbi.nlm.nih.gov/gene/?term=106952
Cpt1a	Cpt1a	carnitine palmitoyltransferase 1a, liver	12894	https://www.ncbi.nlm.nih.gov/gene/?term=12894
Npas2	Npas2	neuronal PAS domain protein 2	18143	https://www.ncbi.nlm.nih.gov/gene/?term=18143
Fmo4	Fmo4	flavin containing monooxygenase 4	226564	https://www.ncbi.nlm.nih.gov/gene/?term=226564
Lcn2	Lcn2	lipocalin 2	16819	https://www.ncbi.nlm.nih.gov/gene/?term=16819
Trpc3	Trpc3	transient receptor potential cation channel, subfamily C, member 3	22065	https://www.ncbi.nlm.nih.gov/gene/?term=22065
Rorc	Rorc	RAR-related orphan receptor gamma	19885	https://www.ncbi.nlm.nih.gov/gene/?term=19885
Rgp1	Rgp1	RAB6A GEF compex partner 1	242406	https://www.ncbi.nlm.nih.gov/gene/?term=242406
Cachd1	Cachd1	cache domain containing 1	320508	https://www.ncbi.nlm.nih.gov/gene/?term=320508
Ttc39a	Ttc39a	tetratricopeptide repeat domain 39A	230603	https://www.ncbi.nlm.nih.gov/gene/?term=230603
Tbc1d1	Tbc1d1	TBC1 domain family, member 1	57915	https://www.ncbi.nlm.nih.gov/gene/?term=57915
Usp18	Usp18	ubiquitin specific peptidase 18	24110	https://www.ncbi.nlm.nih.gov/gene/?term=24110
Tarsl2	Tarsl2	threonyl-tRNA synthetase-like 2	272396	https://www.ncbi.nlm.nih.gov/gene/?term=272396
Fbxl19	Fbxl19	F-box and leucine-rich repeat protein 19	233902	https://www.ncbi.nlm.nih.gov/gene/?term=233902
Igsf1	Igsf1	immunoglobulin superfamily, member 1	209268	https://www.ncbi.nlm.nih.gov/gene/?term=209268
Flna	Flna	filamin, alpha	192176	https://www.ncbi.nlm.nih.gov/gene/?term=192176
Hyou1	Hyou1	hypoxia up-regulated 1	12282	https://www.ncbi.nlm.nih.gov/gene/?term=12282
Thsd4	Thsd4	thrombospondin, type I, domain containing 4	207596	https://www.ncbi.nlm.nih.gov/gene/?term=207596
Dhx30	Dhx30	DEAH (Asp-Glu-Ala-His) box polypeptide 30	72831	https://www.ncbi.nlm.nih.gov/gene/?term=72831
Gtf3c1	Gtf3c1	general transcription factor III C 1	233863	https://www.ncbi.nlm.nih.gov/gene/?term=233863
Rims3	Rims3	regulating synaptic membrane exocytosis 3	242662	https://www.ncbi.nlm.nih.gov/gene/?term=242662
Lpp	Lpp	LIM domain containing preferred translocation partner in lipoma	210126	https://www.ncbi.nlm.nih.gov/gene/?term=210126
Adamts15	Adamts15	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 15	235130	https://www.ncbi.nlm.nih.gov/gene/?term=235130
Pcgf3	Pcgf3	polycomb group ring finger 3	69587	https://www.ncbi.nlm.nih.gov/gene/?term=69587
Faah	Faah	fatty acid amide hydrolase	14073	https://www.ncbi.nlm.nih.gov/gene/?term=14073
Dgkh	Dgkh	diacylglycerol kinase, eta	380921	https://www.ncbi.nlm.nih.gov/gene/?term=380921
Ncaph	Ncaph	non-SMC condensin I complex, subunit H	215387	https://www.ncbi.nlm.nih.gov/gene/?term=215387
Dhcr24	Dhcr24	24-dehydrocholesterol reductase	74754	https://www.ncbi.nlm.nih.gov/gene/?term=74754
Heatr5a	Heatr5a	HEAT repeat containing 5A	320487	https://www.ncbi.nlm.nih.gov/gene/?term=320487
Syt1	Syt1	synaptotagmin I	20979	https://www.ncbi.nlm.nih.gov/gene/?term=20979
Acss3	Acss3	acyl-CoA synthetase short-chain family member 3	380660	https://www.ncbi.nlm.nih.gov/gene/?term=380660
Smug1	Smug1	single-strand selective monofunctional uracil DNA glycosylase	71726	https://www.ncbi.nlm.nih.gov/gene/?term=71726
