userId	geneSymbol	geneName	entrezgene	gLink
ENSMUSG00000000247	Lhx2	LIM homeobox protein 2	16870	https://www.ncbi.nlm.nih.gov/gene/?term=16870
ENSMUSG00000000567	Sox9	SRY (sex determining region Y)-box 9	20682	https://www.ncbi.nlm.nih.gov/gene/?term=20682
ENSMUSG00000001025	S100a6	S100 calcium binding protein A6 (calcyclin)	20200	https://www.ncbi.nlm.nih.gov/gene/?term=20200
ENSMUSG00000001228	Uhrf1	ubiquitin-like, containing PHD and RING finger domains, 1	18140	https://www.ncbi.nlm.nih.gov/gene/?term=18140
ENSMUSG00000001247	Lsr	lipolysis stimulated lipoprotein receptor	54135	https://www.ncbi.nlm.nih.gov/gene/?term=54135
ENSMUSG00000001403	Ube2c	ubiquitin-conjugating enzyme E2C	68612	https://www.ncbi.nlm.nih.gov/gene/?term=68612
ENSMUSG00000001506	Col1a1	collagen, type I, alpha 1	12842	https://www.ncbi.nlm.nih.gov/gene/?term=12842
ENSMUSG00000001510	Dlx3	distal-less homeobox 3	13393	https://www.ncbi.nlm.nih.gov/gene/?term=13393
ENSMUSG00000003038	Hmgn2	high mobility group nucleosomal binding domain 2	15331	https://www.ncbi.nlm.nih.gov/gene/?term=15331
ENSMUSG00000003309	Ap1m2	adaptor protein complex AP-1, mu 2 subunit	11768	https://www.ncbi.nlm.nih.gov/gene/?term=11768
ENSMUSG00000003355	Fkbp11	FK506 binding protein 11	66120	https://www.ncbi.nlm.nih.gov/gene/?term=66120
ENSMUSG00000004347	Pde1c	phosphodiesterase 1C	18575	https://www.ncbi.nlm.nih.gov/gene/?term=18575
ENSMUSG00000004864	Mapk13	mitogen-activated protein kinase 13	26415	https://www.ncbi.nlm.nih.gov/gene/?term=26415
ENSMUSG00000005220	Corin	corin	53419	https://www.ncbi.nlm.nih.gov/gene/?term=53419
ENSMUSG00000005268	Prlr	prolactin receptor	19116	https://www.ncbi.nlm.nih.gov/gene/?term=19116
ENSMUSG00000006058	Snf8	SNF8, ESCRT-II complex subunit, homolog (S. cerevisiae)	27681	https://www.ncbi.nlm.nih.gov/gene/?term=27681
ENSMUSG00000006649	Nphs1	nephrosis 1, nephrin	54631	https://www.ncbi.nlm.nih.gov/gene/?term=54631
ENSMUSG00000008601	Rab25	RAB25, member RAS oncogene family	53868	https://www.ncbi.nlm.nih.gov/gene/?term=53868
ENSMUSG00000015880	Ncapg	non-SMC condensin I complex, subunit G	54392	https://www.ncbi.nlm.nih.gov/gene/?term=54392
ENSMUSG00000016763	Scube1	signal peptide, CUB domain, EGF-like 1	64706	https://www.ncbi.nlm.nih.gov/gene/?term=64706
ENSMUSG00000017588	Krt27	keratin 27	16675	https://www.ncbi.nlm.nih.gov/gene/?term=16675
ENSMUSG00000017724	Etv4	ets variant 4	18612	https://www.ncbi.nlm.nih.gov/gene/?term=18612
ENSMUSG00000018819	Lsp1	lymphocyte specific 1	16985	https://www.ncbi.nlm.nih.gov/gene/?term=16985
ENSMUSG00000019880	Rspo3	R-spondin 3	72780	https://www.ncbi.nlm.nih.gov/gene/?term=72780
ENSMUSG00000019932	Kera	keratocan	16545	https://www.ncbi.nlm.nih.gov/gene/?term=16545
ENSMUSG00000020216	Jsrp1	junctional sarcoplasmic reticulum protein 1	71912	https://www.ncbi.nlm.nih.gov/gene/?term=71912
ENSMUSG00000020491	2810021J22Rik	RIKEN cDNA 2810021J22 gene	69944	https://www.ncbi.nlm.nih.gov/gene/?term=69944
ENSMUSG00000020583	Matn3	matrilin 3	17182	https://www.ncbi.nlm.nih.gov/gene/?term=17182
ENSMUSG00000020649	Rrm2	ribonucleotide reductase M2	20135	https://www.ncbi.nlm.nih.gov/gene/?term=20135
ENSMUSG00000020656	Grhl1	grainyhead like transcription factor 1	195733	https://www.ncbi.nlm.nih.gov/gene/?term=195733
ENSMUSG00000020722	Cacng1	calcium channel, voltage-dependent, gamma subunit 1	12299	https://www.ncbi.nlm.nih.gov/gene/?term=12299
ENSMUSG00000020889	Nr1d1	nuclear receptor subfamily 1, group D, member 1	217166	https://www.ncbi.nlm.nih.gov/gene/?term=217166
ENSMUSG00000021287	Xrcc3	X-ray repair complementing defective repair in Chinese hamster cells 3	74335	https://www.ncbi.nlm.nih.gov/gene/?term=74335
ENSMUSG00000021469	Msx2	msh homeobox 2	17702	https://www.ncbi.nlm.nih.gov/gene/?term=17702
ENSMUSG00000021604	Irx4	Iroquois homeobox 4	50916	https://www.ncbi.nlm.nih.gov/gene/?term=50916
ENSMUSG00000021943	Gdf10	growth differentiation factor 10	14560	https://www.ncbi.nlm.nih.gov/gene/?term=14560
ENSMUSG00000022123	Scel	sciellin	64929	https://www.ncbi.nlm.nih.gov/gene/?term=64929
ENSMUSG00000022425	Enpp2	ectonucleotide pyrophosphatase/phosphodiesterase 2	18606	https://www.ncbi.nlm.nih.gov/gene/?term=18606
ENSMUSG00000022440	C1qtnf6	C1q and tumor necrosis factor related protein 6	72709	https://www.ncbi.nlm.nih.gov/gene/?term=72709
ENSMUSG00000022464	Slc38a4	solute carrier family 38, member 4	69354	https://www.ncbi.nlm.nih.gov/gene/?term=69354
ENSMUSG00000022483	Col2a1	collagen, type II, alpha 1	12824	https://www.ncbi.nlm.nih.gov/gene/?term=12824
ENSMUSG00000022510	Trp63	transformation related protein 63	22061	https://www.ncbi.nlm.nih.gov/gene/?term=22061
