userId	geneSymbol	geneName	entrezgene	gLink
Nr1d1	Nr1d1	nuclear receptor subfamily 1, group D, member 1	217166	https://www.ncbi.nlm.nih.gov/gene/?term=217166
Sfn	Sfn	stratifin	55948	https://www.ncbi.nlm.nih.gov/gene/?term=55948
Enpp2	Enpp2	ectonucleotide pyrophosphatase/phosphodiesterase 2	18606	https://www.ncbi.nlm.nih.gov/gene/?term=18606
Crabp1	Crabp1	cellular retinoic acid binding protein I	12903	https://www.ncbi.nlm.nih.gov/gene/?term=12903
Dbp	Dbp	D site albumin promoter binding protein	13170	https://www.ncbi.nlm.nih.gov/gene/?term=13170
Msc	Msc	musculin	17681	https://www.ncbi.nlm.nih.gov/gene/?term=17681
Sfrp2	Sfrp2	secreted frizzled-related protein 2	20319	https://www.ncbi.nlm.nih.gov/gene/?term=20319
Ppic	Ppic	peptidylprolyl isomerase C	19038	https://www.ncbi.nlm.nih.gov/gene/?term=19038
Cep85	Cep85	centrosomal protein 85	70012	https://www.ncbi.nlm.nih.gov/gene/?term=70012
Scx	Scx	scleraxis	20289	https://www.ncbi.nlm.nih.gov/gene/?term=20289
Ccl2	Ccl2	chemokine (C-C motif) ligand 2	20296	https://www.ncbi.nlm.nih.gov/gene/?term=20296
Gxylt2	Gxylt2	glucoside xylosyltransferase 2	232313	https://www.ncbi.nlm.nih.gov/gene/?term=232313
Slc38a1	Slc38a1	solute carrier family 38, member 1	105727	https://www.ncbi.nlm.nih.gov/gene/?term=105727
Ccl7	Ccl7	chemokine (C-C motif) ligand 7	20306	https://www.ncbi.nlm.nih.gov/gene/?term=20306
Lsp1	Lsp1	lymphocyte specific 1	16985	https://www.ncbi.nlm.nih.gov/gene/?term=16985
Mstn	Mstn	myostatin	17700	https://www.ncbi.nlm.nih.gov/gene/?term=17700
Nucb2	Nucb2	nucleobindin 2	53322	https://www.ncbi.nlm.nih.gov/gene/?term=53322
C1qtnf3	C1qtnf3	C1q and tumor necrosis factor related protein 3	81799	https://www.ncbi.nlm.nih.gov/gene/?term=81799
Lrrn1	Lrrn1	leucine rich repeat protein 1, neuronal	16979	https://www.ncbi.nlm.nih.gov/gene/?term=16979
Sdc1	Sdc1	syndecan 1	20969	https://www.ncbi.nlm.nih.gov/gene/?term=20969
Ube2c	Ube2c	ubiquitin-conjugating enzyme E2C	68612	https://www.ncbi.nlm.nih.gov/gene/?term=68612
Lrrc17	Lrrc17	leucine rich repeat containing 17	74511	https://www.ncbi.nlm.nih.gov/gene/?term=74511
Mfap2	Mfap2	microfibrillar-associated protein 2	17150	https://www.ncbi.nlm.nih.gov/gene/?term=17150
Wif1	Wif1	Wnt inhibitory factor 1	24117	https://www.ncbi.nlm.nih.gov/gene/?term=24117
Arl6ip5	Arl6ip5	ADP-ribosylation factor-like 6 interacting protein 5	65106	https://www.ncbi.nlm.nih.gov/gene/?term=65106
Exo1	Exo1	exonuclease 1	26909	https://www.ncbi.nlm.nih.gov/gene/?term=26909
Traf3ip3	Traf3ip3	TRAF3 interacting protein 3	215243	https://www.ncbi.nlm.nih.gov/gene/?term=215243
Krt28	Krt28	keratin 28	70843	https://www.ncbi.nlm.nih.gov/gene/?term=70843
Tmem119	Tmem119	transmembrane protein 119	231633	https://www.ncbi.nlm.nih.gov/gene/?term=231633
Kera	Kera	keratocan	16545	https://www.ncbi.nlm.nih.gov/gene/?term=16545
Chrna1	Chrna1	cholinergic receptor, nicotinic, alpha polypeptide 1 (muscle)	11435	https://www.ncbi.nlm.nih.gov/gene/?term=11435
Trim29	Trim29	tripartite motif-containing 29	72169	https://www.ncbi.nlm.nih.gov/gene/?term=72169
Wnt5a	Wnt5a	wingless-type MMTV integration site family, member 5A	22418	https://www.ncbi.nlm.nih.gov/gene/?term=22418
Rrm2	Rrm2	ribonucleotide reductase M2	20135	https://www.ncbi.nlm.nih.gov/gene/?term=20135
Krt17	Krt17	keratin 17	16667	https://www.ncbi.nlm.nih.gov/gene/?term=16667
Chrdl2	Chrdl2	chordin-like 2	69121	https://www.ncbi.nlm.nih.gov/gene/?term=69121
Tmsb10	Tmsb10	thymosin, beta 10	19240	https://www.ncbi.nlm.nih.gov/gene/?term=19240
Pycr1	Pycr1	pyrroline-5-carboxylate reductase 1	209027	https://www.ncbi.nlm.nih.gov/gene/?term=209027
Vgll2	Vgll2	vestigial like family member 2	215031	https://www.ncbi.nlm.nih.gov/gene/?term=215031
