userId	geneSymbol	geneName	entrezgene	gLink
Tcea3	Tcea3	transcription elongation factor A (SII), 3	21401	https://www.ncbi.nlm.nih.gov/gene/?term=21401
Cpa3	Cpa3	carboxypeptidase A3, mast cell	12873	https://www.ncbi.nlm.nih.gov/gene/?term=12873
Slc38a3	Slc38a3	solute carrier family 38, member 3	76257	https://www.ncbi.nlm.nih.gov/gene/?term=76257
Cd83	Cd83	CD83 antigen	12522	https://www.ncbi.nlm.nih.gov/gene/?term=12522
Cmah	Cmah	cytidine monophospho-N-acetylneuraminic acid hydroxylase	12763	https://www.ncbi.nlm.nih.gov/gene/?term=12763
Krt10	Krt10	keratin 10	16661	https://www.ncbi.nlm.nih.gov/gene/?term=16661
Thap2	Thap2	THAP domain containing, apoptosis associated protein 2	66816	https://www.ncbi.nlm.nih.gov/gene/?term=66816
Gpt	Gpt	glutamic pyruvic transaminase, soluble	76282	https://www.ncbi.nlm.nih.gov/gene/?term=76282
Pi16	Pi16	peptidase inhibitor 16	74116	https://www.ncbi.nlm.nih.gov/gene/?term=74116
Mtpap	Mtpap	mitochondrial poly(A) polymerase	67440	https://www.ncbi.nlm.nih.gov/gene/?term=67440
Ms4a7	Ms4a7	membrane-spanning 4-domains, subfamily A, member 7	109225	https://www.ncbi.nlm.nih.gov/gene/?term=109225
Alas2	Alas2	aminolevulinic acid synthase 2, erythroid	11656	https://www.ncbi.nlm.nih.gov/gene/?term=11656
2010300C02Rik	2010300C02Rik	RIKEN cDNA 2010300C02 gene	72097	https://www.ncbi.nlm.nih.gov/gene/?term=72097
Rassf5	Rassf5	Ras association (RalGDS/AF-6) domain family member 5	54354	https://www.ncbi.nlm.nih.gov/gene/?term=54354
Acoxl	Acoxl	acyl-Coenzyme A oxidase-like	74121	https://www.ncbi.nlm.nih.gov/gene/?term=74121
Prom1	Prom1	prominin 1	19126	https://www.ncbi.nlm.nih.gov/gene/?term=19126
Slc27a1	Slc27a1	solute carrier family 27 (fatty acid transporter), member 1	26457	https://www.ncbi.nlm.nih.gov/gene/?term=26457
Pof1b	Pof1b	premature ovarian failure 1B	69693	https://www.ncbi.nlm.nih.gov/gene/?term=69693
Cep85	Cep85	centrosomal protein 85	70012	https://www.ncbi.nlm.nih.gov/gene/?term=70012
Alpk3	Alpk3	alpha-kinase 3	116904	https://www.ncbi.nlm.nih.gov/gene/?term=116904
Gpr34	Gpr34	G protein-coupled receptor 34	23890	https://www.ncbi.nlm.nih.gov/gene/?term=23890
Slc16a6	Slc16a6	solute carrier family 16 (monocarboxylic acid transporters), member 6	104681	https://www.ncbi.nlm.nih.gov/gene/?term=104681
Klhl6	Klhl6	kelch-like 6	239743	https://www.ncbi.nlm.nih.gov/gene/?term=239743
Prr33	Prr33	proline rich 33	677289	https://www.ncbi.nlm.nih.gov/gene/?term=677289
Kctd11	Kctd11	potassium channel tetramerisation domain containing 11	216858	https://www.ncbi.nlm.nih.gov/gene/?term=216858
Zfp46	Zfp46	zinc finger protein 46	22704	https://www.ncbi.nlm.nih.gov/gene/?term=22704
Hbb-bs	Hbb-bs	hemoglobin, beta adult s chain	100503605	https://www.ncbi.nlm.nih.gov/gene/?term=100503605
Krt79	Krt79	keratin 79	223917	https://www.ncbi.nlm.nih.gov/gene/?term=223917
Serpinb2	Serpinb2	serine (or cysteine) peptidase inhibitor, clade B, member 2	18788	https://www.ncbi.nlm.nih.gov/gene/?term=18788
Nnat	Nnat	neuronatin	18111	https://www.ncbi.nlm.nih.gov/gene/?term=18111
Hba-a2	Hba-a2	hemoglobin alpha, adult chain 2	110257	https://www.ncbi.nlm.nih.gov/gene/?term=110257
Hba-a1	Hba-a1	hemoglobin alpha, adult chain 1	15122	https://www.ncbi.nlm.nih.gov/gene/?term=15122
Rpl37rt	Rpl37rt	ribosomal protein L37, retrotransposed	100502825	https://www.ncbi.nlm.nih.gov/gene/?term=100502825
Gm13306	Gm13306	predicted gene 13306	100039863	https://www.ncbi.nlm.nih.gov/gene/?term=100039863
Hbb-bt	Hbb-bt	hemoglobin, beta adult t chain	101488143	https://www.ncbi.nlm.nih.gov/gene/?term=101488143
Serpina3j	Serpina3j	serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 3J	238395	https://www.ncbi.nlm.nih.gov/gene/?term=238395
Ackr4	Ackr4	atypical chemokine receptor 4	252837	https://www.ncbi.nlm.nih.gov/gene/?term=252837
Col4a3	Col4a3	collagen, type IV, alpha 3	12828	https://www.ncbi.nlm.nih.gov/gene/?term=12828
Gm18853	Gm18853	NA	100417831	https://www.ncbi.nlm.nih.gov/gene/?term=100417831
