userId	geneSymbol	geneName	entrezgene	gLink
ENSMUSG00000000308	Ckmt1	creatine kinase, mitochondrial 1, ubiquitous	12716	https://www.ncbi.nlm.nih.gov/gene/?term=12716
ENSMUSG00000000861	Bcl11a	B cell CLL/lymphoma 11A (zinc finger protein)	14025	https://www.ncbi.nlm.nih.gov/gene/?term=14025
ENSMUSG00000001131	Timp1	tissue inhibitor of metalloproteinase 1	21857	https://www.ncbi.nlm.nih.gov/gene/?term=21857
ENSMUSG00000001504	Irx2	Iroquois homeobox 2	16372	https://www.ncbi.nlm.nih.gov/gene/?term=16372
ENSMUSG00000001655	Hoxc13	homeobox C13	15422	https://www.ncbi.nlm.nih.gov/gene/?term=15422
ENSMUSG00000002769	Gnmt	glycine N-methyltransferase	14711	https://www.ncbi.nlm.nih.gov/gene/?term=14711
ENSMUSG00000003644	Rps6ka1	NA	20111	https://www.ncbi.nlm.nih.gov/gene/?term=20111
ENSMUSG00000004552	Ctse	cathepsin E	13034	https://www.ncbi.nlm.nih.gov/gene/?term=13034
ENSMUSG00000005251	Ripk4	receptor-interacting serine-threonine kinase 4	72388	https://www.ncbi.nlm.nih.gov/gene/?term=72388
ENSMUSG00000005583	Mef2c	myocyte enhancer factor 2C	17260	https://www.ncbi.nlm.nih.gov/gene/?term=17260
ENSMUSG00000005628	Tmod4	tropomodulin 4	50874	https://www.ncbi.nlm.nih.gov/gene/?term=50874
ENSMUSG00000006345	Ggt1	gamma-glutamyltransferase 1	14598	https://www.ncbi.nlm.nih.gov/gene/?term=14598
ENSMUSG00000006411	Nectin4	nectin cell adhesion molecule 4	71740	https://www.ncbi.nlm.nih.gov/gene/?term=71740
ENSMUSG00000009214	Mymk	myomaker, myoblast fusion factor	66139	https://www.ncbi.nlm.nih.gov/gene/?term=66139
ENSMUSG00000009927	Rps25	ribosomal protein S25	75617	https://www.ncbi.nlm.nih.gov/gene/?term=75617
ENSMUSG00000010080	Epn3	epsin 3	71889	https://www.ncbi.nlm.nih.gov/gene/?term=71889
ENSMUSG00000010086	Rnf112	ring finger protein 112	22671	https://www.ncbi.nlm.nih.gov/gene/?term=22671
ENSMUSG00000015619	Gata3	GATA binding protein 3	14462	https://www.ncbi.nlm.nih.gov/gene/?term=14462
ENSMUSG00000018893	Mb	myoglobin	17189	https://www.ncbi.nlm.nih.gov/gene/?term=17189
ENSMUSG00000019808	Adat2	adenosine deaminase, tRNA-specific 2	66757	https://www.ncbi.nlm.nih.gov/gene/?term=66757
ENSMUSG00000021118	Plek2	pleckstrin 2	27260	https://www.ncbi.nlm.nih.gov/gene/?term=27260
ENSMUSG00000021214	Akr1c18	aldo-keto reductase family 1, member C18	105349	https://www.ncbi.nlm.nih.gov/gene/?term=105349
ENSMUSG00000021367	Edn1	endothelin 1	13614	https://www.ncbi.nlm.nih.gov/gene/?term=13614
ENSMUSG00000021643	Serf1	small EDRK-rich factor 1	20365	https://www.ncbi.nlm.nih.gov/gene/?term=20365
ENSMUSG00000021994	Wnt5a	wingless-type MMTV integration site family, member 5A	22418	https://www.ncbi.nlm.nih.gov/gene/?term=22418
ENSMUSG00000022221	Ripk3	receptor-interacting serine-threonine kinase 3	56532	https://www.ncbi.nlm.nih.gov/gene/?term=56532
ENSMUSG00000022286	Grhl2	grainyhead like transcription factor 2	252973	https://www.ncbi.nlm.nih.gov/gene/?term=252973
ENSMUSG00000022371	Col14a1	collagen, type XIV, alpha 1	12818	https://www.ncbi.nlm.nih.gov/gene/?term=12818
ENSMUSG00000022479	Vdr	vitamin D (1,25-dihydroxyvitamin D3) receptor	22337	https://www.ncbi.nlm.nih.gov/gene/?term=22337
ENSMUSG00000022523	Fgf12	fibroblast growth factor 12	14167	https://www.ncbi.nlm.nih.gov/gene/?term=14167
ENSMUSG00000022676	Snai2	snail family zinc finger 2	20583	https://www.ncbi.nlm.nih.gov/gene/?term=20583
ENSMUSG00000023013	Aqp2	aquaporin 2	11827	https://www.ncbi.nlm.nih.gov/gene/?term=11827
ENSMUSG00000023391	Dlx2	distal-less homeobox 2	13392	https://www.ncbi.nlm.nih.gov/gene/?term=13392
ENSMUSG00000023868	Pde10a	phosphodiesterase 10A	23984	https://www.ncbi.nlm.nih.gov/gene/?term=23984
ENSMUSG00000024084	Qpct	glutaminyl-peptide cyclotransferase (glutaminyl cyclase)	70536	https://www.ncbi.nlm.nih.gov/gene/?term=70536
ENSMUSG00000024471	Myot	myotilin	58916	https://www.ncbi.nlm.nih.gov/gene/?term=58916
ENSMUSG00000024526	Cidea	cell death-inducing DNA fragmentation factor, alpha subunit-like effector A	12683	https://www.ncbi.nlm.nih.gov/gene/?term=12683
ENSMUSG00000024678	Ms4a4d	membrane-spanning 4-domains, subfamily A, member 4D	66607	https://www.ncbi.nlm.nih.gov/gene/?term=66607
ENSMUSG00000024873	Cnih2	cornichon family AMPA receptor auxiliary protein 2	12794	https://www.ncbi.nlm.nih.gov/gene/?term=12794
ENSMUSG00000024922	Ovol1	ovo like zinc finger 1	18426	https://www.ncbi.nlm.nih.gov/gene/?term=18426
ENSMUSG00000024989	Cep55	centrosomal protein 55	74107	https://www.ncbi.nlm.nih.gov/gene/?term=74107
ENSMUSG00000025064	Col17a1	collagen, type XVII, alpha 1	12821	https://www.ncbi.nlm.nih.gov/gene/?term=12821
ENSMUSG00000025105	Bnc1	basonuclin 1	12173	https://www.ncbi.nlm.nih.gov/gene/?term=12173
ENSMUSG00000025150	Cbr2	carbonyl reductase 2	12409	https://www.ncbi.nlm.nih.gov/gene/?term=12409
ENSMUSG00000025488	Cox8b	cytochrome c oxidase subunit 8B	12869	https://www.ncbi.nlm.nih.gov/gene/?term=12869
ENSMUSG00000025665	Rps6ka6	ribosomal protein S6 kinase polypeptide 6	67071	https://www.ncbi.nlm.nih.gov/gene/?term=67071
ENSMUSG00000025991	Cps1	carbamoyl-phosphate synthetase 1	227231	https://www.ncbi.nlm.nih.gov/gene/?term=227231
ENSMUSG00000026018	Ica1l	islet cell autoantigen 1-like	70375	https://www.ncbi.nlm.nih.gov/gene/?term=70375
ENSMUSG00000026100	Mstn	myostatin	17700	https://www.ncbi.nlm.nih.gov/gene/?term=17700
ENSMUSG00000026579	F5	coagulation factor V	14067	https://www.ncbi.nlm.nih.gov/gene/?term=14067
ENSMUSG00000026971	Itgb6	integrin beta 6	16420	https://www.ncbi.nlm.nih.gov/gene/?term=16420
ENSMUSG00000027015	Cybrd1	cytochrome b reductase 1	73649	https://www.ncbi.nlm.nih.gov/gene/?term=73649
ENSMUSG00000027016	Zfp385b	zinc finger protein 385B	241494	https://www.ncbi.nlm.nih.gov/gene/?term=241494
ENSMUSG00000027068	Dhrs9	dehydrogenase/reductase (SDR family) member 9	241452	https://www.ncbi.nlm.nih.gov/gene/?term=241452
ENSMUSG00000027360	Hdc	histidine decarboxylase	15186	https://www.ncbi.nlm.nih.gov/gene/?term=15186
ENSMUSG00000027636	Sla2	Src-like-adaptor 2	77799	https://www.ncbi.nlm.nih.gov/gene/?term=77799
ENSMUSG00000027869	Hsd3b6	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 6	15497	https://www.ncbi.nlm.nih.gov/gene/?term=15497
ENSMUSG00000027985	Lef1	lymphoid enhancer binding factor 1	16842	https://www.ncbi.nlm.nih.gov/gene/?term=16842
ENSMUSG00000028238	Atp6v0d2	ATPase, H+ transporting, lysosomal V0 subunit D2	242341	https://www.ncbi.nlm.nih.gov/gene/?term=242341
ENSMUSG00000028348	Cavin4	caveolae associated 4	68016	https://www.ncbi.nlm.nih.gov/gene/?term=68016
ENSMUSG00000028825	Rhd	Rh blood group, D antigen	19746	https://www.ncbi.nlm.nih.gov/gene/?term=19746
ENSMUSG00000028860	Sytl1	synaptotagmin-like 1	269589	https://www.ncbi.nlm.nih.gov/gene/?term=269589
ENSMUSG00000028871	Rspo1	R-spondin 1	192199	https://www.ncbi.nlm.nih.gov/gene/?term=192199
ENSMUSG00000028976	Slc2a5	solute carrier family 2 (facilitated glucose transporter), member 5	56485	https://www.ncbi.nlm.nih.gov/gene/?term=56485
ENSMUSG00000029026	Trp73	transformation related protein 73	22062	https://www.ncbi.nlm.nih.gov/gene/?term=22062
ENSMUSG00000029061	Mmp23	matrix metallopeptidase 23	26561	https://www.ncbi.nlm.nih.gov/gene/?term=26561
ENSMUSG00000029570	Lfng	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	16848	https://www.ncbi.nlm.nih.gov/gene/?term=16848
ENSMUSG00000030510	Cers3	ceramide synthase 3	545975	https://www.ncbi.nlm.nih.gov/gene/?term=545975
ENSMUSG00000030659	Nucb2	nucleobindin 2	53322	https://www.ncbi.nlm.nih.gov/gene/?term=53322
ENSMUSG00000030672	Mylpf	myosin light chain, phosphorylatable, fast skeletal muscle	17907	https://www.ncbi.nlm.nih.gov/gene/?term=17907
ENSMUSG00000030707	Coro1a	coronin, actin binding protein 1A	12721	https://www.ncbi.nlm.nih.gov/gene/?term=12721
ENSMUSG00000030785	Cox6a2	cytochrome c oxidase subunit 6A2	12862	https://www.ncbi.nlm.nih.gov/gene/?term=12862
ENSMUSG00000031103	Elf4	E74-like factor 4 (ets domain transcription factor)	56501	https://www.ncbi.nlm.nih.gov/gene/?term=56501
